Source,Target,Weight
4526,15141,0.6920267939567566
4861,587,0.6918196678161621
3687,12237,0.6916565001010895
18629,10900,0.6911306977272034
3279,3342,0.6904951930046082
19694,18507,0.6898103952407837
15096,15966,0.6890923976898193
17539,21224,0.6888879835605621
5085,9691,0.688338577747345
13513,17020,0.6879901885986328
335,4122,0.6878255307674408
1073,489,0.6875527799129486
10523,21224,0.6872682273387909
13946,20451,0.6870147585868835
6672,20440,0.6851534247398376
6706,1296,0.6846014857292175
1037,21382,0.6845882534980774
16340,9714,0.6844552755355835
7924,5012,0.6841768324375153
2422,21224,0.6840930581092834
16769,5499,0.6840039193630219
18044,7138,0.6838420331478119
3585,4856,0.6825642585754395
17271,21224,0.6822409629821777
16713,275,0.6817885637283325
19305,17832,0.6815890073776245
19626,5559,0.6812920272350311
10236,20842,0.6812117993831635
21351,21286,0.6808990240097046
4127,6055,0.6802227199077606
18368,19057,0.6801652908325195
3647,10122,0.6798780560493469
8846,19072,0.6795221865177155
11558,9931,0.6782881021499634
21286,4596,0.6780978143215179
1778,16875,0.6779829859733582
4479,6768,0.6776706278324127
13230,13231,0.6762926578521729
10450,10448,0.6760848164558411
15239,7032,0.6759068369865417
4671,108,0.6755892038345337
11514,4034,0.6755653917789459
10046,13999,0.6749414801597595
13084,11395,0.6741431951522827
19299,18568,0.6739174127578735
19107,5526,0.6734336614608765
10333,4302,0.6733863651752472
17677,12279,0.6733154654502869
7219,13475,0.6727563142776489
11311,11314,0.6723812222480774
8458,11068,0.671073704957962
2246,7131,0.6708996891975403
2021,9288,0.6700234413146973
14388,6232,0.6693538427352905
17276,3369,0.6693166494369507
17539,3978,0.6690708100795746
8973,8340,0.6687813997268677
12484,14895,0.6686021983623505
17949,21231,0.6682456731796265
19621,4302,0.6676214933395386
16895,1566,0.6669631600379944
4817,11514,0.6666885912418365
5202,21396,0.6664580702781677
17025,19694,0.6651730835437775
21206,12279,0.6641196012496948
16115,8382,0.6640592515468597
18044,20071,0.6638926863670349
1065,1296,0.6638520359992981
7696,6426,0.6636426150798798
7255,1670,0.6628714799880981
4079,4600,0.6626699566841125
6481,21224,0.6626637279987335
16719,1474,0.6624159216880798
12491,5373,0.661719560623169
19891,2941,0.6614718735218048
180,10455,0.6612748503684998
11335,275,0.6611980199813843
18579,21477,0.660986602306366
12108,16138,0.6608687043190002
8189,17994,0.6604593992233276
12534,16496,0.6602562069892883
15877,17616,0.6593746244907379
18267,15711,0.6591543257236481
17203,11611,0.659131646156311
9741,11942,0.659049928188324
19353,16487,0.6588895916938782
8284,5708,0.6588171720504761
16719,1750,0.658234715461731
2445,19736,0.6582204699516296
4440,4383,0.6574530899524689
11036,18483,0.6573602557182312
18549,3182,0.657180905342102
19175,12454,0.6569759845733643
13660,18267,0.656944215297699
2271,21351,0.6568066775798798
3690,4295,0.6565029621124268
21165,12359,0.6563225388526917
3690,10916,0.6560757160186768
9523,12852,0.6556918919086456
3978,16916,0.6555044651031494
1340,6743,0.6550520956516266
16051,2692,0.6549467146396637
9074,15141,0.6546566188335419
18238,19668,0.6545058488845825
3978,2422,0.6544032692909241
11908,6962,0.6543871164321899
17500,4295,0.6542919278144836
3978,20289,0.6542466282844543
10799,5085,0.6536179184913635
4856,5602,0.6535561680793762
10222,10203,0.6532995402812958
6884,14693,0.6531409323215485
18954,7903,0.6531346440315247
7309,8774,0.6527258157730103
3982,3508,0.6527079939842224
18419,14504,0.6522310078144073
8927,1065,0.6519267559051514
17000,20192,0.6517431735992432
13254,15965,0.6515007615089417
7902,12223,0.6512492299079895
4834,8337,0.6511228680610657
9115,20788,0.6510135233402252
11767,5470,0.6505064964294434
14593,20079,0.6504227519035339
5774,2158,0.6501093506813049
15666,20810,0.6496612131595612
15141,16274,0.649289608001709
15011,14915,0.6489842236042023
275,19769,0.6489306688308716
6481,5977,0.6487781405448914
5977,10799,0.6485962271690369
3422,16802,0.6485334932804108
9115,20712,0.6483646631240845
15711,6996,0.6482371389865875
18186,4526,0.6481948792934418
20741,13602,0.648142397403717
17025,18507,0.6476931869983673
18954,1296,0.6475236415863037
18954,6706,0.6470943689346313
20487,12249,0.6468961834907532
11808,4600,0.6468679904937744
2941,1933,0.6468521058559418
3468,10333,0.6466430425643921
13307,6672,0.6462961435317993
12279,11567,0.6461648344993591
19184,14859,0.6455478668212891
20799,7970,0.6453354954719543
6573,13660,0.6450113952159882
3338,5857,0.6448865532875061
16769,15913,0.6446759700775146
11645,3652,0.6446289718151093
7301,1897,0.6446084380149841
14694,17701,0.6445205211639404
16936,16869,0.6440988183021545
8671,10455,0.6438644826412201
4370,6084,0.6432868242263794
17506,17236,0.6432841420173645
11514,14166,0.642746090888977
13735,13734,0.6423411965370178
1002,9946,0.6420806348323822
7284,17278,0.6420345306396484
7084,6784,0.6417956650257111
8983,18507,0.6413314342498779
13111,14649,0.6409721374511719
16866,6695,0.6409047842025757
12549,16362,0.6406194567680359
2065,16555,0.6403998732566833
9897,4079,0.6400938332080841
18419,17876,0.6397461891174316
1432,2587,0.6395272612571716
15965,1961,0.6394614279270172
6877,6293,0.639139711856842
3978,15353,0.6389426589012146
3717,16104,0.6388505697250366
17832,20085,0.6384372115135193
3745,4518,0.6384079456329346
673,12960,0.6383591890335083
17616,10007,0.638338029384613
17801,19276,0.6383317410945892
19309,8286,0.6383081376552582
2246,12578,0.6382505893707275
4034,10799,0.6381517052650452
5085,12855,0.6377747058868408
15503,9633,0.6377521753311157
13660,11762,0.6375876665115356
20367,11514,0.6374990344047546
4523,17215,0.6371601223945618
14695,17271,0.6369361281394958
9207,7627,0.6368466019630432
8341,5118,0.6367421746253967
16362,7486,0.6366239190101624
20782,16769,0.6362571716308594
19710,6600,0.6359468102455139
15805,6800,0.6358660459518433
2941,7049,0.6358625888824463
9194,11611,0.6356691718101501
12815,3960,0.635360062122345
17603,2959,0.6352402567863464
8189,12489,0.6351527571678162
8581,8357,0.6350090503692627
19205,17772,0.6348832249641418
1669,8268,0.634181559085846
592,1858,0.6341581046581268
12961,12962,0.6339272558689117
19891,15284,0.6335501670837402
20671,16861,0.6334569752216339
8983,17876,0.6334482729434967
6231,5848,0.6333279609680176
733,19177,0.6333036422729492
11414,4495,0.6332384645938873
11128,19858,0.6332276165485382
7069,14649,0.6331258416175842
8791,12035,0.6329224705696106
21351,4596,0.6329113841056824
5008,5085,0.6325898170471191
21163,18496,0.632434755563736
15576,4856,0.6323179602622986
11407,20556,0.6320014595985413
9858,1710,0.6319925487041473
6147,16835,0.6313280165195465
6174,13466,0.6307744979858398
16355,10379,0.6307269930839539
18267,4088,0.6303251385688782
3397,5651,0.6302741169929504
1840,10523,0.6301562190055847
18483,8515,0.6301551759243011
14844,6654,0.6301007270812988
8398,17867,0.6300798654556274
20788,14363,0.6296467483043671
10979,13954,0.629629373550415
8071,12002,0.6295140385627747
15621,12279,0.6294532120227814
1951,16276,0.6294099688529968
21170,10529,0.6294019222259521
1255,6486,0.6292747557163239
12169,21387,0.629160463809967
11567,21206,0.6286202073097229
1903,7070,0.628557026386261
19276,10916,0.6285122334957123
8823,14200,0.6283652186393738
840,9597,0.6281349658966064
13037,3268,0.6280933618545532
2271,4596,0.6278037428855896
1037,3201,0.6276156306266785
11221,11218,0.6275260150432587
4288,17994,0.6274930238723755
6870,6975,0.6274610161781311
15353,21224,0.6274355947971344
15522,12505,0.627025306224823
9597,18760,0.6262912154197693
12040,9055,0.6262315511703491
21204,18341,0.6260234713554382
18403,8650,0.6256567537784576
9440,15988,0.6253503561019897
13696,19891,0.6251234412193298
13111,21162,0.6249232888221741
13435,4980,0.6247754693031311
13936,4917,0.6247192621231079
13880,12210,0.6247003078460693
3978,8169,0.6242019534111023
9315,7939,0.623845636844635
19221,17783,0.6237663626670837
6572,20810,0.623702883720398
14363,17983,0.6234435439109802
4653,12940,0.6234131455421448
6004,11607,0.6233091950416565
530,18653,0.6232451498508453
11331,4288,0.6231175661087036
20289,10799,0.6231033205986023
6925,12505,0.6226404905319214
527,11501,0.6224349737167358
9973,3081,0.6219878494739532
8983,14504,0.6218683123588562
11667,12085,0.6216779947280884
5380,17937,0.6216324865818024
10236,10722,0.6216171085834503
13973,16314,0.6213331520557404
19594,1040,0.621296763420105
4244,13466,0.6205917000770569
14860,11653,0.6205867826938629
17634,15644,0.6205841600894928
4479,19276,0.620457112789154
4134,9804,0.6204514503479004
12108,10547,0.6203950047492981
18598,95,0.6203500926494598
5781,5963,0.6202360391616821
8484,20085,0.6201263666152954
20842,10722,0.6200659871101379
16869,20999,0.6197286248207092
19596,4034,0.6197278499603271
1695,20622,0.6195407211780548
7264,15290,0.6194297969341278
9386,18644,0.6194037795066833
14865,9840,0.6193323731422424
6030,5788,0.6192809045314789
16916,21224,0.6191156506538391
20289,18194,0.6190977692604065
15472,18419,0.6188440918922424
12780,17958,0.6187640130519867
7903,2969,0.6186662316322327
3306,19226,0.6184502840042114
5050,6153,0.6183625757694244
18301,3176,0.6183426678180695
80,1181,0.6181828379631042
2283,20645,0.6181547045707703
17967,3978,0.6180716753005981
5977,4034,0.6180580258369446
2589,8823,0.6178523302078247
9928,9927,0.6177823543548584
17534,6076,0.6173478364944458
12736,6855,0.6171767711639404
16595,7006,0.6170887351036072
674,10916,0.6170527637004852
17837,12491,0.6170158982276917
19939,11616,0.6169552206993103
11261,14268,0.6169489026069641
21477,2271,0.6168476343154907
16799,5202,0.6168238520622253
20085,6426,0.6166998147964478
14307,17983,0.6165024638175964
19106,16359,0.6164243221282959
20367,13627,0.6163522005081177
12459,13894,0.616180956363678
12867,6389,0.6160633563995361
19596,20367,0.616050511598587
15391,8180,0.6159327030181885
8117,587,0.6159045398235321
6650,5157,0.61585932970047
14577,14205,0.6157617568969727
6604,9375,0.6157442927360535
20592,8842,0.61531662940979
19880,180,0.6150628924369812
15971,9292,0.614918440580368
5367,17994,0.6146918833255768
12140,8306,0.6142005920410156
14283,18598,0.6138614118099213
17484,2890,0.6137642860412598
12630,14637,0.6135872602462769
9840,4856,0.6135467290878296
20362,3103,0.6135066151618958
14519,247,0.613391637802124
18820,18251,0.6132370233535767
11964,8285,0.6132245361804962
15666,4550,0.6130843758583069
12687,9600,0.6129767298698425
14082,7427,0.6129330992698669
11335,9597,0.6126441359519958
16522,6191,0.6125293672084808
17844,7607,0.6123281717300415
8216,10455,0.6123170852661133
13971,4856,0.6121255159378052
9008,10799,0.6120109558105469
15657,3978,0.6119669079780579
19498,4985,0.6119388341903687
17271,7939,0.6119330823421478
3397,15862,0.6116260886192322
15130,4207,0.611212968826294
20079,21290,0.6111859679222107
674,19276,0.6110741794109344
795,5306,0.610897421836853
4034,3978,0.610797107219696
19079,3834,0.6107803583145142
7430,3824,0.6106391549110413
18655,673,0.6106299161911011
15515,5708,0.6102904379367828
6122,8036,0.6101205050945282
15862,3887,0.6100315749645233
3508,9741,0.6096771955490112
5481,17560,0.6091082692146301
17539,20289,0.6089521050453186
14790,9576,0.6089418828487396
18579,2271,0.6088739037513733
11191,11190,0.6087802648544312
16545,1870,0.6086704134941101
21382,3201,0.6082624793052673
20705,4244,0.6081776916980743
4288,11335,0.6079476475715637
4034,20289,0.6079077422618866
18419,18507,0.6077138483524323
15358,15391,0.6076914668083191
11946,15496,0.6075423061847687
10240,14386,0.6074615716934204
3773,12127,0.6074428558349609
1209,14085,0.6074329018592834
13660,15711,0.6073581278324127
12094,15689,0.6072666049003601
4757,5651,0.6072614789009094
6573,4088,0.6071687340736389
7607,20791,0.6069380640983582
15518,18595,0.6067739129066467
21062,9880,0.6065616309642792
17857,7197,0.6065582633018494
10650,18633,0.6064957678318024
2422,21056,0.6064614653587341
11605,18358,0.606387197971344
16875,8148,0.6063453853130341
9115,17983,0.6061598062515259
10789,12854,0.6060787439346313
6426,14791,0.6060502827167511
2422,17539,0.6060270965099335
6768,674,0.605967253446579
4694,5037,0.6059188842773438
15711,4088,0.6059015393257141
7874,16067,0.6058335900306702
3978,7430,0.6056080460548401
16090,16162,0.6054588556289673
15181,1224,0.6052781939506531
11335,11331,0.6051936745643616
8546,4141,0.605077862739563
15284,1933,0.6048995852470398
4279,10963,0.6048917770385742
14425,12867,0.6048611402511597
6706,1065,0.6047380268573761
20263,447,0.604581892490387
20650,14449,0.6045766472816467
11331,17994,0.6043975055217743
9291,1566,0.6042333245277405
3690,13535,0.6041597723960876
20255,6071,0.6040174961090088
4331,16127,0.6039178967475891
6768,21396,0.6037900745868683
674,10630,0.6035867631435394
12489,17994,0.6035081744194031
14578,3971,0.6033503413200378
18599,12705,0.6033454239368439
20132,5886,0.6031360030174255
16766,12694,0.6030285954475403
5559,6096,0.6029106974601746
1648,9851,0.6029040813446045
11036,20111,0.6028848886489868
11856,8587,0.602755218744278
15792,11424,0.6027190685272217
11611,2225,0.6027169823646545
17985,20414,0.602512925863266
15805,3293,0.6022935211658478
17539,5977,0.6022901833057404
20077,20085,0.6021950542926788
10073,20948,0.6021443009376526
9952,546,0.6021243929862976
15755,17184,0.6020742058753967
954,14465,0.60206338763237
16675,10354,0.601958692073822
19256,17276,0.6019328832626343
3468,19621,0.6018555164337158
15478,18907,0.6017878651618958
15551,15554,0.6017620265483856
8367,14859,0.6016277074813843
3508,11942,0.6016014516353607
18238,20762,0.6015931069850922
20842,18598,0.6013294160366058
20367,14363,0.6011990308761597
514,2773,0.6009496450424194
16303,359,0.600911557674408
6706,21070,0.6009087264537811
5977,17271,0.6008474826812744
12851,10922,0.6005373001098633
9594,2044,0.6002565622329712
15975,1065,0.6001279652118683
14541,3982,0.6001150012016296
12029,244,0.6000460982322693
8439,275,0.5997638404369354
12210,4034,0.5996805429458618
16114,3160,0.5995593070983887
4068,4656,0.5995194017887115
7939,20367,0.599372386932373
4034,8983,0.5991673469543457
7678,17649,0.5990588665008545
18708,18871,0.598984956741333
4596,12027,0.5989718437194824
5085,13386,0.5988002419471741
8650,2731,0.598529577255249
19434,19302,0.5984791219234467
6481,6582,0.5984487235546112
7678,20482,0.5984184145927429
16713,9597,0.5980725288391113
1191,1193,0.5979577898979187
2422,1311,0.5979236960411072
14363,16250,0.597915917634964
275,18760,0.5978928208351135
17760,6342,0.5977481007575989
18808,17845,0.5976127684116364
20038,9803,0.597594678401947
6896,20585,0.5974338054656982
4399,13064,0.5973793268203735
9633,14654,0.5972708165645599
12933,5085,0.5971778333187103
19959,19759,0.596765786409378
20435,8658,0.5966698527336121
3341,13800,0.5966158807277679
12763,4757,0.5965514779090881
2969,1480,0.5964702665805817
20811,17094,0.5964310169219971
10916,4479,0.5963655710220337
7939,18503,0.5961401462554932
12851,16362,0.5953681170940399
6768,10916,0.594902753829956
7444,4058,0.5946069955825806
10196,21224,0.5945994257926941
15472,8983,0.5945667624473572
19276,17500,0.5943627953529358
13516,5602,0.5942417979240417
15181,19971,0.5941632986068726
10799,17271,0.5937802791595459
17276,7289,0.5937370657920837
14760,14515,0.5936943292617798
16926,5034,0.5933278799057007
6334,21236,0.5932572782039642
9952,548,0.5931832194328308
14977,20353,0.5928616523742676
2158,5477,0.5927594304084778
2488,3201,0.5925883650779724
4276,2745,0.5923033952713013
16973,3717,0.592043936252594
19971,15630,0.5920430123806
20810,4146,0.5919831395149231
17095,7654,0.5919432044029236
8367,12822,0.5919203758239746
5562,7288,0.5918615460395813
17512,7015,0.591646134853363
13084,8868,0.5915732681751251
12855,6481,0.5915430188179016
3809,903,0.5914971828460693
16020,16019,0.5914019346237183
16521,12381,0.5913754105567932
15518,11194,0.5912809073925018
7930,3056,0.5912089347839355
7289,3369,0.5911175608634949
15332,18205,0.5909439325332642
15762,11856,0.5907637476921082
12867,17189,0.5907474756240845
11714,14475,0.59068763256073
8801,765,0.5906637012958527
20827,1031,0.5906084179878235
10649,1614,0.5905261635780334
8916,1654,0.5904925763607025
10340,6914,0.5904526710510254
17994,11335,0.5904330909252167
15503,17937,0.5903528332710266
15762,1493,0.5901135802268982
9291,16895,0.5899123549461365
16650,16583,0.5898884534835815
8340,8576,0.5898390412330627
19710,19249,0.5896663069725037
11395,17677,0.589608907699585
6350,12722,0.5895572900772095
12733,1881,0.5895282328128815
7293,8811,0.5893575251102448
14847,1820,0.5893509984016418
13845,14385,0.5892845392227173
20788,14307,0.589272141456604
12410,5788,0.5892525911331177
15788,12144,0.5891698598861694
5223,16892,0.5891622304916382
18496,18072,0.5890266299247742
14363,13627,0.588970273733139
20085,21461,0.5888051390647888
20213,1533,0.5886709988117218
15947,15004,0.5886302888393402
13909,6830,0.5886047184467316
10979,2626,0.5885297060012817
1065,5291,0.5885213613510132
12891,18038,0.5884177088737488
10529,10916,0.5883935689926147
17973,2336,0.5882379710674286
13633,16998,0.587986022233963
18573,18356,0.5879089832305908
16714,19704,0.5878697037696838
19221,13660,0.5878545939922333
14258,2713,0.5878303349018097
4856,14865,0.5877875685691833
5905,14551,0.5877695083618164
95,14283,0.5875991582870483
15936,12028,0.5873217284679413
21165,12733,0.587256520986557
3690,16799,0.5871043801307678
21224,12855,0.5870394706726074
12977,19268,0.5869293212890625
5373,17837,0.5869051218032837
6426,6976,0.5868985652923584
10171,2037,0.5868467092514038
13030,19072,0.5867321789264679
4511,14411,0.5866602659225464
5813,14721,0.586639404296875
17271,19596,0.5864815711975098
15088,9963,0.5862526595592499
11946,11663,0.5862347483634949
13231,10342,0.5860578417778015
19276,10751,0.5857402384281158
1296,7903,0.5856146216392517
6122,6117,0.5855463743209839
2709,8085,0.5853592157363892
12474,19020,0.5853063464164734
1215,11802,0.585236668586731
11514,9315,0.5850332081317902
9714,9188,0.5849915742874146
5385,9486,0.5848376750946045
11358,7595,0.5848134160041809
3652,949,0.5847636461257935
21200,10836,0.5844908356666565
9375,16284,0.5842001140117645
5842,9892,0.5839478373527527
14240,10455,0.583932101726532
20367,10799,0.5839092135429382
6522,7988,0.5838831067085266
20289,5977,0.5838753283023834
3682,664,0.5837972164154053
20790,3347,0.5837271213531494
21224,13331,0.5836846828460693
5481,12130,0.5829892158508301
5533,15391,0.5828886032104492
7270,3855,0.5827962756156921
15657,21224,0.5826886892318726
5977,2422,0.5826491713523865
5413,19820,0.5823547542095184
11856,14800,0.5822547078132629
925,4331,0.582202285528183
13696,7049,0.5821589231491089
5922,17236,0.5819797813892365
14261,1012,0.5818085670471191
17221,9656,0.5816884636878967
19902,17271,0.5814816951751709
15476,19858,0.5813280045986176
19020,4805,0.5813234448432922
6763,21217,0.5812976658344269
20999,16936,0.5811046361923218
10401,20214,0.5810333490371704
18182,18181,0.5810213685035706
9803,9992,0.5809369385242462
14908,6942,0.5808634459972382
13882,16325,0.5806782841682434
4034,10523,0.5806211829185486
17558,11386,0.5806156992912292
12027,2271,0.580578476190567
4041,15270,0.5804780721664429
5115,769,0.5803945362567902
16475,13834,0.5803806185722351
8484,20077,0.5803730487823486
14859,13162,0.5803627371788025
15326,14541,0.580244392156601
674,11335,0.5802307426929474
14518,19694,0.5801029205322266
5533,11424,0.5800963342189789
8927,1296,0.5797470808029175
10785,11214,0.579710990190506
17270,6808,0.5797041654586792
8927,6706,0.57958984375
3690,5202,0.5795609951019287
10799,9238,0.5794796943664551
3978,5085,0.5794648826122284
13627,10799,0.5793306529521942
20888,8357,0.5793007910251617
14518,17025,0.5792824923992157
16192,7939,0.5792292356491089
13210,20791,0.5792122483253479
10171,2051,0.5791247487068176
16362,10922,0.5790973901748657
300,2128,0.5790952146053314
12261,16495,0.5790026783943176
6094,7593,0.5789270997047424
8655,21477,0.5788699984550476
5357,11918,0.5788235664367676
19968,20704,0.5787596702575684
19249,6600,0.5786313116550446
19989,3145,0.5786150991916656
4479,10529,0.5785782635211945
20132,10856,0.578570157289505
5977,5085,0.5785344839096069
1566,17242,0.5783172249794006
12491,3960,0.5782445073127747
1012,19305,0.5782217681407928
12822,11663,0.5781038403511047
20002,20003,0.5780093669891357
6084,13663,0.5779082477092743
14859,11663,0.5778979659080505
6057,6342,0.5777559280395508
10789,14411,0.5772818922996521
6201,18075,0.5772732496261597
10799,6481,0.577175498008728
21056,18102,0.577072024345398
3331,5526,0.5770485997200012
19588,18653,0.5770071148872375
7304,20637,0.57700514793396
674,3690,0.5768916010856628
14283,11047,0.5768896341323853
18760,12066,0.5766298472881317
6342,11215,0.5765829086303711
903,9912,0.576540619134903
7048,15478,0.5764520168304443
8584,6706,0.5762533843517303
14427,6672,0.5762108564376831
15212,20791,0.5761672854423523
17534,6718,0.576166033744812
17539,10799,0.5761073231697083
9597,19769,0.5760642290115356
11335,10630,0.5759465098381042
2675,219,0.5757868587970734
6996,18267,0.5756402015686035
18323,11286,0.575547993183136
1065,7903,0.5755195617675781
8180,6830,0.5755090713500977
20629,16668,0.5754419267177582
10196,3978,0.5753152370452881
7186,1254,0.5750997066497803
4976,20785,0.5749730467796326
11946,2695,0.574868381023407
8584,8671,0.5747586786746979
14427,20440,0.5746206641197205
20085,7696,0.5746136903762817
10326,6429,0.5745200514793396
19694,18709,0.5745146870613098
19276,3690,0.5744223296642303
4034,20483,0.5743443369865417
12549,10922,0.5741322040557861
4856,5850,0.5740590691566467
8018,7593,0.5739839673042297
4098,10240,0.5739063024520874
15795,12705,0.5737224817276001
13516,13971,0.5735207796096802
12763,161,0.5733062028884888
1877,21461,0.5732357501983643
18102,9350,0.5730054676532745
10916,10630,0.5729538798332214
9485,6449,0.5728802382946014
4437,18019,0.572640985250473
602,18836,0.5726215243339539
16713,18760,0.5726198852062225
6590,3809,0.5724868774414062
10630,8917,0.5724664926528931
18115,9434,0.5723781287670135
20132,1296,0.5723085403442383
17615,108,0.5722755193710327
13532,20085,0.5719972848892212
9600,16192,0.5717164576053619
15621,17677,0.5715322494506836
19276,5367,0.5715015530586243
10172,10697,0.5714464783668518
19157,15340,0.571439117193222
2455,3033,0.5714147686958313
4596,6855,0.5713516175746918
1065,1480,0.5713315010070801
